site,miner_id,ip,mac,scanner_result,model,firmware,rt_hash,avg_hash,elapsed,temperature,fan_rpm,pool_state,worker
DEMO-RIVERBEND,RB-00109,10.240.0.118,02:00:00:00:6d:c1,Success,Antminer S19j Pro 104T,20221226,0 GH/s,106125.98 GH/s,0d 10h 19m,69.2/68.3/70.1 C,5617/5842/5643/6120 RPM,Connected,demo-riverbend.00109
DEMO-RIVERBEND,RB-00110,10.240.0.119,02:00:00:00:6e:e6,Success,Antminer S19 95T,20221226,95301.60 GH/s,93556.21 GH/s,0d 09h 17m,68.1/68.9/69.4 C,5615/6373/5512/5441 RPM,Connected,demo-riverbend.00110
DEMO-RIVERBEND,RB-00111,10.240.0.120,02:00:00:00:6f:0b,Success,WhatsMiner M30S++ 112T,20221226,113205.89 GH/s,113115.92 GH/s,0d 13h 45m,65.7/66.3/67.1 C,5837/6285/5683/6309 RPM,Connected,demo-riverbend.00111
DEMO-RIVERBEND,RB-00112,10.240.0.121,02:00:00:00:70:30,Success,Antminer S19j Pro 104T,20221226,0 GH/s,105850.36 GH/s,0d 19h 51m,63.3/62.6/62.7 C,6086/5801/6405/6385 RPM,Connected,demo-riverbend.00112
DEMO-RIVERBEND,RB-00113,10.240.0.122,02:00:00:00:71:55,Success,Antminer S19 95T,20221226,94399.60 GH/s,95515.75 GH/s,0d 08h 56m,75.8/76.6/75.8 C,5861/5565/5704/6399 RPM,Connected,demo-riverbend.00113
DEMO-RIVERBEND,RB-00114,10.240.0.123,02:00:00:00:72:7a,Success,WhatsMiner M30S++ 112T,20221226,0 GH/s,112217.47 GH/s,0d 11h 10m,255/255/255,5880/6000/6364/5464 RPM,Unknown,demo-riverbend.00114
DEMO-RIVERBEND,RB-00115,10.240.0.124,02:00:00:00:73:9f,Success,Antminer S19j Pro 104T,20221226,0 GH/s,100977.93 GH/s,0d 19h 46m,61.2/60.9/61.4 C,5994/5816/5923/5449 RPM,Connected,demo-riverbend.00115
DEMO-RIVERBEND,RB-00116,10.240.0.125,02:00:00:00:74:c4,Success,Antminer S19 95T,20221226,88237.55 GH/s,91245.19 GH/s,0d 11h 15m,61.1/62.6/61.1 C,6027/6052/6146/5761 RPM,Connected,demo-riverbend.00116
DEMO-RIVERBEND,RB-00117,10.240.0.126,02:00:00:00:75:e9,Success,WhatsMiner M30S++ 112T,20221226,0 GH/s,113045.43 GH/s,0d 09h 34m,,6136/6274/6094/6442 RPM,Connected,demo-riverbend.00117
DEMO-RIVERBEND,RB-00118,10.240.0.127,02:00:00:00:76:0e,Success,Antminer S19j Pro 104T,20221226,0 GH/s,0 GH/s,0d 13h 43m,77.6/79.1/77.4 C,5528/5992/5791/5616 RPM,Unknown,demo-riverbend.00118
DEMO-RIVERBEND,RB-00119,10.240.0.128,02:00:00:00:77:33,Success,Antminer S19 95T,20221226,0 GH/s,91668.13 GH/s,0d 05h 24m,65.3/66.6/64.9 C,6075/5570/5444/5875 RPM,Connected,demo-riverbend.00119
DEMO-RIVERBEND,RB-00120,10.240.0.129,02:00:00:00:78:58,Success,WhatsMiner M30S++ 112T,20221226,0 GH/s,111793.88 GH/s,0d 11h 13m,60.9/60.6/61.8 C,5545/6319/5813/6434 RPM,Unknown,demo-riverbend.00120
DEMO-RIVERBEND,RB-00121,10.240.0.130,02:00:00:00:79:7d,Success,Antminer S19j Pro 104T,20221226,0 GH/s,106446.91 GH/s,0d 04h 50m,,6349/5890/6249/5905 RPM,Unknown,demo-riverbend.00121
DEMO-RIVERBEND,RB-00122,10.240.0.131,02:00:00:00:7a:a2,Success,Antminer S19 95T,20221226,89993.72 GH/s,93294.43 GH/s,0d 07h 19m,60.3/59.8/60.1 C,6199/6136/5924/6479 RPM,Connected,demo-riverbend.00122
DEMO-RIVERBEND,RB-00123,10.240.0.132,02:00:00:00:7b:c7,Success,WhatsMiner M30S++ 112T,20221226,0 GH/s,111325.87 GH/s,0d 18h 14m,64.9/65.5/65.7 C,5781/5845/6354/5584 RPM,Connected,demo-riverbend.00123
DEMO-RIVERBEND,RB-00124,10.240.0.133,02:00:00:00:7c:ec,Success,Antminer S19j Pro 104T,20221226,0 GH/s,103070.87 GH/s,0d 10h 06m,65.8/66.7/65.5 C,5526/6425/6169/6362 RPM,Unknown,demo-riverbend.00124
DEMO-RIVERBEND,RB-00125,10.240.0.134,02:00:00:00:7d:11,Success,Antminer S19 95T,20221226,0 GH/s,93621.13 GH/s,0d 17h 24m,77.7/78.7/76.8 C,6000/5671/5419/6150 RPM,Connected,demo-riverbend.00125
DEMO-RIVERBEND,RB-00126,10.240.0.135,02:00:00:00:7e:36,Success,WhatsMiner M30S++ 112T,20221226,0 GH/s,114098.49 GH/s,0d 06h 33m,60.9/61.3/61.8 C,6155/5705/5674/5932 RPM,Connected,demo-riverbend.00126
DEMO-RIVERBEND,RB-00127,10.240.0.136,02:00:00:00:7f:5b,Success,Antminer S19j Pro 104T,20221226,0 GH/s,103848.92 GH/s,0d 10h 00m,63.8/64.5/63.3 C,5847/5893/5712/5456 RPM,Connected,demo-riverbend.00127
DEMO-RIVERBEND,RB-00128,10.240.0.137,02:00:00:00:80:80,Success,Antminer S19 95T,20221226,91634.00 GH/s,93775.46 GH/s,0d 06h 23m,77.6/78.3/77.6 C,6372/6095/6149/5929 RPM,Connected,demo-riverbend.00128
DEMO-RIVERBEND,RB-00129,10.240.0.138,02:00:00:00:81:a5,Success,WhatsMiner M30S++ 112T,20221226,0 GH/s,114744.33 GH/s,0d 02h 38m,73.0/74.9/73.4 C,5706/5654/5588/6079 RPM,Connected,demo-riverbend.00129
DEMO-RIVERBEND,RB-00130,10.240.0.139,02:00:00:00:82:ca,Success,Antminer S19j Pro 104T,20221226,0 GH/s,104296.40 GH/s,0d 04h 26m,255/255/255,6157/5463/5634/5791 RPM,Connected,demo-riverbend.00130
DEMO-RIVERBEND,RB-00131,10.240.0.140,02:00:00:00:83:ef,Success,Antminer S19 95T,20221226,0 GH/s,91500.18 GH/s,0d 13h 14m,255/255/255,6324/6311/6445/5497 RPM,Connected,demo-riverbend.00131
DEMO-RIVERBEND,RB-00132,10.240.0.141,02:00:00:00:84:14,Success,WhatsMiner M30S++ 112T,20221226,0 GH/s,113947.36 GH/s,0d 05h 43m,,6114/5454/5930/6255 RPM,Unknown,demo-riverbend.00132
DEMO-RIVERBEND,RB-00133,10.240.0.142,02:00:00:00:85:39,Success,Antminer S19j Pro 104T,20221226,106487.84 GH/s,104450.62 GH/s,0d 10h 33m,61.1/61.3/61.7 C,6093/5443/5811/5671 RPM,Connected,demo-riverbend.00133
DEMO-RIVERBEND,RB-00134,10.240.0.143,02:00:00:00:86:5e,Success,Antminer S19 95T,20221226,0 GH/s,96861.82 GH/s,0d 07h 41m,76.4/78.2/78.0 C,5620/6234/6118/5626 RPM,Connected,demo-riverbend.00134
DEMO-RIVERBEND,RB-00135,10.240.0.144,02:00:00:00:87:83,Success,WhatsMiner M30S++ 112T,20221226,111546.19 GH/s,113864.12 GH/s,0d 17h 58m,66.9/66.0/68.8 C,5785/6064/5885/6031 RPM,Connected,demo-riverbend.00135
DEMO-RIVERBEND,RB-00136,10.240.0.145,02:00:00:00:88:a8,Success,Antminer S19j Pro 104T,20221226,0 GH/s,101311.09 GH/s,0d 04h 42m,255/255/255,6088/5637/6098/5845 RPM,Unknown,demo-riverbend.00136
DEMO-RIVERBEND,RB-00137,10.240.0.146,02:00:00:00:89:cd,Success,Antminer S19 95T,20221226,0 GH/s,0 GH/s,0d 16h 38m,69.1/70.0/68.3 C,5447/5508/6469/5971 RPM,Connected,demo-riverbend.00137
DEMO-RIVERBEND,RB-00138,10.240.0.147,02:00:00:00:8a:f2,Success,WhatsMiner M30S++ 112T,20221226,0 GH/s,109105.59 GH/s,0d 14h 08m,67.2/68.2/68.2 C,5545/5581/6190/5782 RPM,Connected,demo-riverbend.00138
DEMO-RIVERBEND,RB-00139,10.240.0.148,02:00:00:00:8b:17,Success,Antminer S19j Pro 104T,20221226,0 GH/s,103681.75 GH/s,0d 16h 31m,255/255/255,5804/5702/6315/6097 RPM,Unknown,demo-riverbend.00139
DEMO-RIVERBEND,RB-00140,10.240.0.149,02:00:00:00:8c:3c,Success,Antminer S19 95T,20221226,0 GH/s,0 GH/s,0d 12h 23m,61.8/63.3/63.5 C,5676/5807/6287/5771 RPM,Connected,demo-riverbend.00140
DEMO-RIVERBEND,RB-00141,10.240.0.150,02:00:00:00:8d:61,Success,WhatsMiner M30S++ 112T,20221226,0 GH/s,0 GH/s,0d 05h 44m,75.2/76.6/75.4 C,5566/6202/5809/5429 RPM,Unknown,demo-riverbend.00141
DEMO-RIVERBEND,RB-00142,10.240.0.151,02:00:00:00:8e:86,Success,Antminer S19j Pro 104T,20221226,0 GH/s,0 GH/s,0d 05h 35m,,6414/5911/5900/5792 RPM,Unknown,demo-riverbend.00142
DEMO-RIVERBEND,RB-00143,10.240.0.152,02:00:00:00:8f:ab,Success,Antminer S19 95T,20221226,0 GH/s,91340.95 GH/s,0d 05h 01m,65.2/64.7/67.0 C,5620/6014/5973/5936 RPM,Connected,demo-riverbend.00143
DEMO-RIVERBEND,RB-00144,10.240.0.153,02:00:00:00:90:d0,Success,WhatsMiner M30S++ 112T,20221226,113576.21 GH/s,110386.65 GH/s,0d 01h 23m,76.2/75.3/76.3 C,6405/5714/5571/5756 RPM,Connected,demo-riverbend.00144
DEMO-RIVERBEND,RB-00145,10.240.0.154,02:00:00:00:91:f5,Success,Antminer S19j Pro 104T,20221226,102898.65 GH/s,100143.88 GH/s,0d 05h 26m,70.5/69.5/71.7 C,5620/5571/6372/6310 RPM,Connected,demo-riverbend.00145
DEMO-RIVERBEND,RB-00146,10.240.0.155,02:00:00:00:92:1a,Success,Antminer S19 95T,20221226,0 GH/s,97024.12 GH/s,0d 03h 48m,65.8/65.4/66.2 C,,Connected,demo-riverbend.00146
DEMO-RIVERBEND,RB-00147,10.240.0.156,02:00:00:00:93:3f,Success,WhatsMiner M30S++ 112T,20221226,113083.54 GH/s,115040.15 GH/s,0d 11h 17m,67.0/68.7/66.7 C,6345/5761/5420/6108 RPM,Connected,demo-riverbend.00147
DEMO-RIVERBEND,RB-00148,10.240.0.157,02:00:00:00:94:64,Success,Antminer S19j Pro 104T,20221226,0 GH/s,0 GH/s,0d 01h 27m,255/255/255,6201/6257/6228/5765 RPM,Connected,demo-riverbend.00148
DEMO-RIVERBEND,RB-00149,10.240.0.158,02:00:00:00:95:89,Success,Antminer S19 95T,20221226,91277.17 GH/s,96087.72 GH/s,0d 18h 07m,67.8/68.9/68.6 C,5698/5599/6488/6485 RPM,Connected,demo-riverbend.00149
DEMO-RIVERBEND,RB-00150,10.240.0.159,02:00:00:00:96:ae,Success,WhatsMiner M30S++ 112T,20221226,0 GH/s,0 GH/s,0d 05h 38m,70.0/71.5/70.0 C,6072/6059/6018/6229 RPM,Connected,demo-riverbend.00150
DEMO-RIVERBEND,RB-00151,10.240.0.160,02:00:00:00:97:d3,Success,Antminer S19j Pro 104T,20221226,0 GH/s,0 GH/s,0d 10h 48m,,6338/5790/6197/5850 RPM,Connected,demo-riverbend.00151
DEMO-RIVERBEND,RB-00152,10.240.0.161,02:00:00:00:98:f8,Success,Antminer S19 95T,20221226,0 GH/s,0 GH/s,0d 12h 05m,255/255/255,5767/5977/6351/5439 RPM,Unknown,demo-riverbend.00152
DEMO-RIVERBEND,RB-00153,10.240.0.162,02:00:00:00:99:1d,Success,WhatsMiner M30S++ 112T,20221226,0 GH/s,108248.68 GH/s,0d 17h 17m,77.5/78.1/79.1 C,6214/6154/5926/5899 RPM,Connected,demo-riverbend.00153
DEMO-RIVERBEND,RB-00154,10.240.0.163,02:00:00:00:9a:42,Success,Antminer S19j Pro 104T,20221226,102766.14 GH/s,104886.05 GH/s,0d 16h 52m,64.2/63.9/63.9 C,6229/6315/6058/6094 RPM,Connected,demo-riverbend.00154
DEMO-RIVERBEND,RB-00155,10.240.0.164,02:00:00:00:9b:67,Success,Antminer S19 95T,20221226,0 GH/s,97718.17 GH/s,0d 12h 52m,68.5/67.7/68.0 C,5795/5633/5765/6206 RPM,Connected,demo-riverbend.00155
DEMO-RIVERBEND,RB-00156,10.240.0.165,02:00:00:00:9c:8c,Success,WhatsMiner M30S++ 112T,20221226,0 GH/s,108138.18 GH/s,0d 15h 57m,,5482/5529/5440/6232 RPM,Connected,demo-riverbend.00156
DEMO-RIVERBEND,RB-00157,10.240.0.166,02:00:00:00:9d:b1,Success,Antminer S19j Pro 104T,20221226,98559.04 GH/s,104237.56 GH/s,0d 03h 23m,63.5/64.5/63.4 C,5453/6104/6487/6145 RPM,Connected,demo-riverbend.00157
DEMO-RIVERBEND,RB-00158,10.240.0.167,02:00:00:00:9e:d6,Success,Antminer S19 95T,20221226,0 GH/s,93543.76 GH/s,0d 10h 38m,,6422/6188/5691/6024 RPM,Connected,demo-riverbend.00158
DEMO-RIVERBEND,RB-00159,10.240.0.168,02:00:00:00:9f:fb,Success,WhatsMiner M30S++ 112T,20221226,0 GH/s,111814.08 GH/s,0d 01h 25m,74.0/73.5/74.5 C,6213/6412/5693/6497 RPM,Connected,demo-riverbend.00159
DEMO-RIVERBEND,RB-00160,10.240.0.169,02:00:00:00:a0:20,Success,Antminer S19j Pro 104T,20221226,0 GH/s,102027.71 GH/s,0d 19h 55m,67.4/67.9/69.3 C,6404/6287/5768/5877 RPM,Connected,demo-riverbend.00160
DEMO-RIVERBEND,RB-00161,10.240.0.170,02:00:00:00:a1:45,Success,Antminer S19 95T,20221226,0 GH/s,93913.53 GH/s,0d 17h 05m,255/255/255,5558/5809/5723/5440 RPM,Connected,demo-riverbend.00161
DEMO-RIVERBEND,RB-00162,10.240.0.171,02:00:00:00:a2:6a,Success,WhatsMiner M30S++ 112T,20221226,111732.68 GH/s,114092.87 GH/s,0d 11h 34m,60.9/61.5/62.7 C,6136/5842/6074/6463 RPM,Connected,demo-riverbend.00162
DEMO-RIVERBEND,RB-00163,10.240.0.172,02:00:00:00:a3:8f,Success,Antminer S19j Pro 104T,20221226,0 GH/s,106244.32 GH/s,0d 02h 20m,71.5/70.9/71.3 C,6074/6023/6354/6069 RPM,Unknown,demo-riverbend.00163
DEMO-RIVERBEND,RB-00164,10.240.0.173,02:00:00:00:a4:b4,Success,Antminer S19 95T,20221226,0 GH/s,93993.48 GH/s,0d 02h 03m,70.0/69.4/71.6 C,5671/5541/5778/5982 RPM,Unknown,demo-riverbend.00164
DEMO-RIVERBEND,RB-00165,10.240.0.174,02:00:00:00:a5:d9,Success,WhatsMiner M30S++ 112T,20221226,0 GH/s,110039.90 GH/s,0d 13h 03m,255/255/255,6228/5415/6050/6036 RPM,Connected,demo-riverbend.00165
DEMO-RIVERBEND,RB-00166,10.240.0.175,02:00:00:00:a6:fe,Success,Antminer S19j Pro 104T,20221226,0 GH/s,102058.29 GH/s,0d 10h 40m,255/255/255,5621/5445/5780/6341 RPM,Unknown,demo-riverbend.00166
DEMO-RIVERBEND,RB-00167,10.240.0.176,02:00:00:00:a7:23,Success,Antminer S19 95T,20221226,99158.52 GH/s,97152.19 GH/s,0d 12h 36m,65.9/66.9/67.3 C,5789/5993/6177/6483 RPM,Connected,demo-riverbend.00167
DEMO-RIVERBEND,RB-00168,10.240.0.177,02:00:00:00:a8:48,Success,WhatsMiner M30S++ 112T,20221226,0 GH/s,111945.76 GH/s,0d 15h 25m,,5667/5442/6202/5855 RPM,Unknown,demo-riverbend.00168
DEMO-RIVERBEND,RB-00169,10.240.0.178,02:00:00:00:a9:6d,Success,Antminer S19j Pro 104T,20221226,0 GH/s,102434.68 GH/s,0d 07h 58m,255/255/255,6073/5539/6150/6367 RPM,Connected,demo-riverbend.00169
DEMO-RIVERBEND,RB-00170,10.240.0.179,02:00:00:00:aa:92,Success,Antminer S19 95T,20221226,90144.79 GH/s,95159.27 GH/s,0d 08h 51m,75.8/77.4/75.6 C,5916/6492/5955/5996 RPM,Connected,demo-riverbend.00170
DEMO-RIVERBEND,RB-00171,10.240.0.180,02:00:00:00:ab:b7,Success,WhatsMiner M30S++ 112T,20221226,111025.06 GH/s,108010.03 GH/s,0d 07h 10m,69.3/68.5/71.0 C,6433/6106/5400/5680 RPM,Connected,demo-riverbend.00171
DEMO-RIVERBEND,RB-00172,10.240.0.181,02:00:00:00:ac:dc,Success,Antminer S19j Pro 104T,20221226,103464.19 GH/s,105302.36 GH/s,0d 14h 26m,65.6/64.9/67.5 C,5736/6227/5503/5959 RPM,Connected,demo-riverbend.00172
DEMO-RIVERBEND,RB-00173,10.240.0.182,02:00:00:00:ad:01,Success,Antminer S19 95T,20221226,0 GH/s,95221.21 GH/s,0d 11h 49m,255/255/255,6328/5463/6169/6226 RPM,Unknown,demo-riverbend.00173
DEMO-RIVERBEND,RB-00174,10.240.0.183,02:00:00:00:ae:26,Success,WhatsMiner M30S++ 112T,20221226,104469.13 GH/s,107846.07 GH/s,0d 11h 40m,66.6/68.4/66.2 C,6064/6042/6144/6076 RPM,Connected,demo-riverbend.00174
DEMO-RIVERBEND,RB-00175,10.240.0.184,02:00:00:00:af:4b,Success,Antminer S19j Pro 104T,20221226,0 GH/s,0 GH/s,0d 07h 02m,62.9/62.8/62.7 C,6100/6360/6446/5581 RPM,Unknown,demo-riverbend.00175
DEMO-RIVERBEND,RB-00176,10.240.0.185,02:00:00:00:b0:70,Success,Antminer S19 95T,20221226,0 GH/s,91369.78 GH/s,0d 15h 39m,77.0/78.6/78.6 C,6355/5929/6366/6227 RPM,Unknown,demo-riverbend.00176
DEMO-RIVERBEND,RB-00177,10.240.0.186,02:00:00:00:b1:95,Success,WhatsMiner M30S++ 112T,20221226,110696.50 GH/s,112252.55 GH/s,0d 08h 07m,72.7/72.2/72.8 C,6496/6184/5645/5754 RPM,Connected,demo-riverbend.00177
DEMO-RIVERBEND,RB-00178,10.240.0.187,02:00:00:00:b2:ba,Success,Antminer S19j Pro 104T,20221226,0 GH/s,106103.55 GH/s,0d 07h 37m,69.8/69.1/71.6 C,5973/5985/6395/6198 RPM,Unknown,demo-riverbend.00178
DEMO-RIVERBEND,RB-00179,10.240.0.188,02:00:00:00:b3:df,Success,Antminer S19 95T,20221226,93882.25 GH/s,91647.21 GH/s,0d 14h 56m,66.5/67.3/67.3 C,6124/6020/5623/5680 RPM,Connected,demo-riverbend.00179
DEMO-RIVERBEND,RB-00180,10.240.0.189,02:00:00:00:b4:04,Success,WhatsMiner M30S++ 112T,20221226,0 GH/s,109654.39 GH/s,0d 05h 55m,65.3/64.7/65.4 C,6063/5812/5786/5564 RPM,Connected,demo-riverbend.00180
DEMO-RIVERBEND,RB-00181,10.240.0.190,02:00:00:00:b5:29,Success,Antminer S19j Pro 104T,20221226,0 GH/s,100991.66 GH/s,0d 18h 50m,63.0/63.1/63.6 C,5571/5802/5639/5705 RPM,Unknown,demo-riverbend.00181
DEMO-RIVERBEND,RB-00182,10.240.0.191,02:00:00:00:b6:4e,Success,Antminer S19 95T,20221226,0 GH/s,0 GH/s,0d 03h 09m,69.8/70.1/70.2 C,5592/5931/5936/6084 RPM,Connected,demo-riverbend.00182
DEMO-RIVERBEND,RB-00183,10.240.0.192,02:00:00:00:b7:73,Success,WhatsMiner M30S++ 112T,20221226,114871.85 GH/s,113211.34 GH/s,0d 19h 49m,65.3/65.3/64.4 C,6083/5923/6322/6000 RPM,Connected,demo-riverbend.00183
DEMO-RIVERBEND,RB-00184,10.240.0.193,02:00:00:00:b8:98,Success,Antminer S19j Pro 104T,20221226,0 GH/s,0 GH/s,0d 06h 43m,255/255/255,5684/5980/5918/6348 RPM,Connected,demo-riverbend.00184
DEMO-RIVERBEND,RB-00185,10.240.0.194,02:00:00:00:b9:bd,Success,Antminer S19 95T,20221226,0 GH/s,95630.58 GH/s,0d 02h 39m,,6198/6374/5632/5593 RPM,Connected,demo-riverbend.00185
DEMO-RIVERBEND,RB-00186,10.240.0.195,02:00:00:00:ba:e2,Success,WhatsMiner M30S++ 112T,20221226,111601.85 GH/s,114416.13 GH/s,0d 04h 35m,68.0/68.1/69.0 C,6154/5570/5711/6311 RPM,Connected,demo-riverbend.00186
DEMO-RIVERBEND,RB-00187,10.240.0.196,02:00:00:00:bb:07,Success,Antminer S19j Pro 104T,20221226,0 GH/s,102433.91 GH/s,0d 07h 17m,255/255/255,5521/5800/6435/6040 RPM,Connected,demo-riverbend.00187
DEMO-RIVERBEND,RB-00188,10.240.0.197,02:00:00:00:bc:2c,Success,Antminer S19 95T,20221226,0 GH/s,0 GH/s,0d 13h 15m,255/255/255,5840/5497/6240/6446 RPM,Unknown,demo-riverbend.00188
DEMO-RIVERBEND,RB-00189,10.240.0.198,02:00:00:00:bd:51,Success,WhatsMiner M30S++ 112T,20221226,108120.43 GH/s,112089.24 GH/s,0d 12h 10m,77.2/78.7/79.2 C,6444/5895/6001/6094 RPM,Connected,demo-riverbend.00189
DEMO-RIVERBEND,RB-00190,10.240.0.199,02:00:00:00:be:76,Success,Antminer S19j Pro 104T,20221226,106354.25 GH/s,103709.71 GH/s,0d 11h 33m,62.8/63.0/63.6 C,5963/6432/5475/6167 RPM,Connected,demo-riverbend.00190
DEMO-RIVERBEND,RB-00191,10.240.0.200,02:00:00:00:bf:9b,Success,Antminer S19 95T,20221226,0 GH/s,97061.13 GH/s,0d 14h 34m,,5456/6040/6051/6074 RPM,Unknown,demo-riverbend.00191
DEMO-RIVERBEND,RB-00192,10.240.0.201,02:00:00:00:c0:c0,Success,WhatsMiner M30S++ 112T,20221226,0 GH/s,112035.22 GH/s,0d 05h 22m,255/255/255,5595/5849/5594/5770 RPM,Connected,demo-riverbend.00192
DEMO-RIVERBEND,RB-00193,10.240.0.202,02:00:00:00:c1:e5,Success,Antminer S19j Pro 104T,20221226,0 GH/s,103283.61 GH/s,0d 06h 37m,255/255/255,5462/5979/6099/5484 RPM,Connected,demo-riverbend.00193
DEMO-RIVERBEND,RB-00194,10.240.0.203,02:00:00:00:c2:0a,Success,Antminer S19 95T,20221226,0 GH/s,91361.39 GH/s,0d 01h 39m,77.3/78.8/76.4 C,5664/6292/6079/5889 RPM,Connected,demo-riverbend.00194
DEMO-RIVERBEND,RB-00195,10.240.0.204,02:00:00:00:c3:2f,Success,WhatsMiner M30S++ 112T,20221226,0 GH/s,108659.82 GH/s,0d 14h 02m,,5833/6021/6331/5504 RPM,Connected,demo-riverbend.00195
DEMO-RIVERBEND,RB-00196,10.240.0.205,02:00:00:00:c4:54,Success,Antminer S19j Pro 104T,20221226,0 GH/s,0 GH/s,0d 13h 12m,61.6/61.6/60.8 C,6146/5838/5866/5859 RPM,Unknown,demo-riverbend.00196
DEMO-RIVERBEND,RB-00197,10.240.0.206,02:00:00:00:c5:79,Success,Antminer S19 95T,20221226,93305.81 GH/s,92570.47 GH/s,0d 01h 46m,65.9/67.0/67.0 C,6425/5613/6319/6230 RPM,Connected,demo-riverbend.00197
DEMO-RIVERBEND,RB-00198,10.240.0.207,02:00:00:00:c6:9e,Success,WhatsMiner M30S++ 112T,20221226,103452.89 GH/s,110070.77 GH/s,0d 19h 46m,67.9/68.7/68.5 C,5463/6220/6118/5642 RPM,Connected,demo-riverbend.00198
DEMO-RIVERBEND,RB-00199,10.240.0.208,02:00:00:00:c7:c3,Success,Antminer S19j Pro 104T,20221226,0 GH/s,105418.00 GH/s,0d 01h 45m,73.2/72.7/74.5 C,5790/6215/6221/5717 RPM,Connected,demo-riverbend.00199
DEMO-RIVERBEND,RB-00200,10.240.0.209,02:00:00:00:c8:e8,Success,Antminer S19 95T,20221226,91438.26 GH/s,93436.55 GH/s,0d 01h 32m,62.5/62.2/62.5 C,5563/5585/5471/5551 RPM,Connected,demo-riverbend.00200
DEMO-RIVERBEND,RB-00201,10.240.0.210,02:00:00:00:c9:0d,Success,WhatsMiner M30S++ 112T,20221226,0 GH/s,108840.84 GH/s,0d 06h 42m,255/255/255,5868/6163/6365/5776 RPM,Unknown,demo-riverbend.00201
DEMO-RIVERBEND,RB-00202,10.240.0.211,02:00:00:00:ca:32,Success,Antminer S19j Pro 104T,20221226,0 GH/s,0 GH/s,0d 06h 22m,255/255/255,5501/6178/6401/6467 RPM,Unknown,demo-riverbend.00202
DEMO-RIVERBEND,RB-00203,10.240.0.212,02:00:00:00:cb:57,Success,Antminer S19 95T,20221226,0 GH/s,94143.08 GH/s,0d 11h 11m,60.7/62.4/62.2 C,6123/5864/5622/5428 RPM,Connected,demo-riverbend.00203
DEMO-RIVERBEND,RB-00204,10.240.0.213,02:00:00:00:cc:7c,Success,WhatsMiner M30S++ 112T,20221226,106105.37 GH/s,110879.14 GH/s,0d 04h 03m,62.7/63.2/61.9 C,6244/5977/6454/6135 RPM,Connected,demo-riverbend.00204
DEMO-RIVERBEND,RB-00205,10.240.0.214,02:00:00:00:cd:a1,Success,Antminer S19j Pro 104T,20221226,98793.16 GH/s,104404.73 GH/s,0d 08h 15m,77.9/78.6/78.1 C,6287/6500/5914/6212 RPM,Connected,demo-riverbend.00205
DEMO-RIVERBEND,RB-00206,10.240.0.215,02:00:00:00:ce:c6,Success,Antminer S19 95T,20221226,92418.48 GH/s,91326.31 GH/s,0d 19h 23m,60.4/62.4/61.9 C,6196/5644/5979/6165 RPM,Connected,demo-riverbend.00206
DEMO-RIVERBEND,RB-00207,10.240.0.216,02:00:00:00:cf:eb,Success,WhatsMiner M30S++ 112T,20221226,0 GH/s,111777.24 GH/s,0d 18h 06m,,5567/5561/5525/5690 RPM,Connected,demo-riverbend.00207
DEMO-RIVERBEND,RB-00208,10.240.0.217,02:00:00:00:d0:10,Success,Antminer S19j Pro 104T,20221226,0 GH/s,105229.46 GH/s,0d 05h 22m,255/255/255,6003/5891/6032/6232 RPM,Unknown,demo-riverbend.00208
DEMO-RIVERBEND,RB-00209,10.240.0.218,02:00:00:00:d1:35,Success,Antminer S19 95T,20221226,0 GH/s,94849.42 GH/s,0d 13h 41m,68.9/70.3/69.4 C,6238/5833/6173/5413 RPM,Connected,demo-riverbend.00209
DEMO-RIVERBEND,RB-00210,10.240.0.219,02:00:00:00:d2:5a,Success,WhatsMiner M30S++ 112T,20221226,0 GH/s,114429.02 GH/s,0d 13h 37m,255/255/255,5729/5897/6011/6060 RPM,Unknown,demo-riverbend.00210
DEMO-RIVERBEND,RB-00211,10.240.0.220,02:00:00:00:d3:7f,Success,Antminer S19j Pro 104T,20221226,0 GH/s,103943.45 GH/s,0d 13h 37m,77.4/78.3/77.5 C,6438/5822/6061/5601 RPM,Connected,demo-riverbend.00211
DEMO-RIVERBEND,RB-00212,10.240.0.221,02:00:00:00:d4:a4,Success,Antminer S19 95T,20221226,0 GH/s,96677.39 GH/s,0d 14h 32m,71.9/73.8/71.1 C,5716/6240/6365/5674 RPM,Unknown,demo-riverbend.00212
DEMO-RIVERBEND,RB-00213,10.240.0.222,02:00:00:00:d5:c9,Success,WhatsMiner M30S++ 112T,20221226,109262.04 GH/s,108963.61 GH/s,0d 11h 13m,74.4/76.1/75.7 C,5815/5907/6265/6128 RPM,Connected,demo-riverbend.00213
DEMO-RIVERBEND,RB-00214,10.240.0.223,02:00:00:00:d6:ee,Success,Antminer S19j Pro 104T,20221226,0 GH/s,100583.46 GH/s,0d 16h 18m,60.8/61.8/60.9 C,5965/5467/5841/5625 RPM,Connected,demo-riverbend.00214
DEMO-RIVERBEND,RB-00215,10.240.0.224,02:00:00:00:d7:13,Success,Antminer S19 95T,20221226,0 GH/s,94334.80 GH/s,0d 10h 28m,74.6/74.0/75.2 C,5985/6314/6271/5656 RPM,Unknown,demo-riverbend.00215
